CREDITCARDKEY,CREDITCARDID,CARDTYPE,CARDNUMBER,EXPMONTH,EXPYEAR,MONTHEXPIRATION,CARDSTATUS,EXPIRING3MONTHS,CREDITMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
123,123,Distinguish,55552551439953,8,2007,-216,Expired,Expired,2013-09-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,56ef12e807474d47cd7c83e98d8bc6a63a8e9c889c323fa74096a871fee763b2
124,124,ColonialVoice,77772054172195,12,2007,-212,Expired,Expired,2013-09-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e6dcbd74232bca58cf862109b56f8d2b557f8faa73cdee6f3fafd36405e77848
125,125,ColonialVoice,77774261153866,6,2006,-230,Expired,Expired,2014-05-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,217cfa20abf211b74b9c34cb520e27532890e0f2a9ae4e9357a4abe27383ff7c
126,126,SuperiorCard,33335620908839,11,2005,-237,Expired,Expired,2013-07-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,be2b6ae2943d76abffd9c87a84e7f135e7d2ede060a35bd9383bc6c19349f358
127,127,ColonialVoice,77778668677894,4,2008,-208,Expired,Expired,2012-09-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a2016ad1ea1e8e39c3e7cdba99f80efd1f02668e05bbc640aaa80e875a5c0ef8
128,128,Distinguish,55554615582353,8,2006,-228,Expired,Expired,2014-05-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0d83cf0f55da1188b6fc84c12d100c8ac96fc68a5253f4b3f28b7d5ccb358417
129,129,Distinguish,55555625235288,12,2005,-236,Expired,Expired,2013-10-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f25c6b39f8bb2a6e671c528333b57919d0a174e1f9a800d6a40853e4169594f2
130,130,Vista,11117013974027,7,2005,-241,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,807ce60ad9fad480459bc68ca1728f76af89abbe9f1bbfeb4b7d5e38d4a50880
131,131,SuperiorCard,33333327723729,6,2008,-206,Expired,Expired,2012-02-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3e0562240288c731e298d29b6906f84e216def85efdf65ae3ff44debe77ac779
132,132,SuperiorCard,33332924248632,1,2008,-211,Expired,Expired,2014-06-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,62059f9f4c77b783620874cda8cb1971fad0960c204708920be7fa4055c33198
133,133,Distinguish,55551500034619,8,2006,-228,Expired,Expired,2013-07-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,395133ed5cadc46b0cee726fe106f479b1cac23ae615471383e1a62e779b268f
134,134,ColonialVoice,77779074972626,8,2006,-228,Expired,Expired,2014-01-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f20b31073d935344508e9fcc6ec647d7810abdb166b6ca65819e0216150f7d7e
135,135,ColonialVoice,77773476995492,4,2006,-232,Expired,Expired,2014-03-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c1346efe0edf88c9d44fd984deb6d20789b9f53b2145a2c587f1b63621481482
136,136,Distinguish,55553177744050,9,2008,-203,Expired,Expired,2013-02-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c9968646e1c083b8cb89ca3f89a38574c7fac5730980f87f366399e4fe7df81a
137,137,Distinguish,55558265626436,12,2006,-224,Expired,Expired,2013-04-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dbed3668befafa359c9cfb779b168c69ecb8849689a3ccc2db624b712c6c0121
138,138,Distinguish,55553993498931,7,2005,-241,Expired,Expired,2013-09-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,78f7aa969c7b72217db6486389859f573d49f7e37effb9ab843ff0d13d33b63f
139,139,SuperiorCard,33333046058215,6,2007,-218,Expired,Expired,2013-11-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7f26956da7666f6f27714e7459becedff29b1b8033de9c7aa2b8c95df264ff2a
140,140,SuperiorCard,33332539446148,1,2005,-247,Expired,Expired,2013-06-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f5caf722fb1535dd982dcd62e22a9b8fd5c18b1b6f627a22f5bfef1f375c38d8
141,141,Distinguish,55553385255792,8,2007,-216,Expired,Expired,2013-08-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9cabb242365717d5577ac25d8c61c29235261a06508939bbdb652aea80ccf258
142,142,Distinguish,55554148938512,6,2006,-230,Expired,Expired,2014-04-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b9993f4ef9423eda4eee9faf0221568816f77b6aaad80c9b918bd57b681b0c31
143,143,SuperiorCard,33338956772123,5,2005,-243,Expired,Expired,2012-11-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8d3e1e74203ef89d04f185c8c8cff636520d39c78538832fe7373b47e0dbc583
144,144,Distinguish,55552263625446,3,2007,-221,Expired,Expired,2014-01-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,30b5d1baf609621959a17920372f3b518eaa2d3bebaadfdb42c5c720a84012fa
145,145,ColonialVoice,77771579806358,1,2007,-223,Expired,Expired,2013-10-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,872abc6ecdc92af6b6a55cff07dfd19dbc70ee646ce2a13719e177ff94a26139
146,146,SuperiorCard,33331510913646,1,2006,-235,Expired,Expired,2014-01-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,068bb570f9ef0e98a8d3ab838b195f776d78b7938cd86eafc4184297a9bf2117
147,147,SuperiorCard,33335009967295,1,2007,-223,Expired,Expired,2013-10-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e80de15053e70e977f2f6522640ed94b7b10f5f077e1f0a1537279b42e2ed7ae
148,148,SuperiorCard,33336376132542,8,2006,-228,Expired,Expired,2013-02-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,434c9d14c132cfc001dc86915546d9c5ab4f8f0c73015d4df30aa697d4fca198
149,149,ColonialVoice,77777697898447,11,2006,-225,Expired,Expired,2012-08-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,01080fc699a450cf7a48e3a3a7515f6eb70c1b5316a3c9e6d29d7e7922c62d2e
150,150,Vista,11113974751980,12,2006,-224,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,dd227c54d255a60c557315aa5a519fc8991f721f2346431c14c592d63f67a27c
151,151,SuperiorCard,33331897508563,12,2007,-212,Expired,Expired,2012-04-21 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1e32c8b6fd054576efcc4e41f886c82b003e6ba7060e2c6ae30027301a2653d0
152,152,SuperiorCard,33332580697839,10,2005,-238,Expired,Expired,2013-07-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,840b5a658c343271500934502ab74cdf8ddece76ffffa5a51db21a2518aec547
153,153,Vista,11117820763787,1,2005,-247,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,dc6473aa016e3f0bceabd009f664a2c0f1c3becc41fa1bafc1ca082f3be3ca70
154,154,ColonialVoice,77774677693254,8,2008,-204,Expired,Expired,2013-09-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f6dc41754b88bc9e93f1ce17f30da09010cc8daa88aa6709de3ebf94bf4183cc
155,155,ColonialVoice,77777310997414,3,2006,-233,Expired,Expired,2013-11-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ea5511749140b089a0330a2e2393a85df1bf8ce1896b6754b43e09682af8a7f4
156,156,Vista,11117316308667,4,2007,-220,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,fc1f5240b975e472a3100ef7abfc9fa92b7313083f6610e0d143c841e46e12da
157,157,Vista,11112727657519,6,2005,-242,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b8d6f4fe2c248e9b7376732172bb17abf2e3d510ebc91de0c6bdf877312de73a
158,158,SuperiorCard,33338418715127,6,2006,-230,Expired,Expired,2014-05-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a25525dfe1785d9e48089b518cdf68b534463affb4ecc0c5b4540b7b8366e3da
159,159,SuperiorCard,33332180625781,1,2008,-211,Expired,Expired,2012-11-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b01a7ca12d1ca7ec7fe51e914f7029a3493c0d2f7140519b041da33389547109
160,160,Vista,11117586821468,12,2007,-212,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,6c4d9d5da960c59a7d54ee94d39b1910ef23f23d22ca05824277933a9dd84829
161,161,Vista,11113066996675,3,2005,-245,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,3a040cd93dfe0304cff097aeb29a982708cf3d9cdb08982eba087cedc5afb77b
162,162,SuperiorCard,33338226131303,8,2008,-204,Expired,Expired,2014-03-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d9be19e21f70d0342014b4dddc6413f18b19dd8cbfaa44f6ba75f0cfffe43b11
163,163,Vista,11115931141608,12,2006,-224,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b1a6aed477d58ede368452ec421f0fb3a306c7ad03552a80d9358bdcdbd80a93
164,164,ColonialVoice,77773467064957,5,2005,-243,Expired,Expired,2014-05-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6ce4ffc293c044f32e64a39f72b1507d961518630658db91871d1b7ff1d281f1
165,165,ColonialVoice,77772090003580,2,2007,-222,Expired,Expired,2013-10-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,46f02b6eb7c29e313941fb0cc7294a4fa6b1754ca04000c3e5d3de5117ba5011
166,166,Vista,11117354769916,9,2006,-227,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,7ef7daf6942e225db87f79bd60d1b607b90e2be0fd39711170c02caffda10c60
167,167,SuperiorCard,33335313248723,11,2005,-237,Expired,Expired,2014-03-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a3aac8498ac3b95c161bc62c420b4104d5c001cb8f5eedf44ebe9bd09c33f5cb
168,168,SuperiorCard,33331366432094,1,2007,-223,Expired,Expired,2012-05-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0b5e60c326f7491b7bb572707592501918993035a0fe867725b6282280fb18f9
169,169,Distinguish,55555490126754,10,2008,-202,Expired,Expired,2012-06-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8db0bd508d9798c509e5f0430561ee5a6df80ca036cbe602081a9555f94125e0
170,170,ColonialVoice,77775004062798,6,2006,-230,Expired,Expired,2012-03-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,92e1ad88831b3d665c7ac9dc08889a869de6e26464bd0bec411869640414471e
171,171,Distinguish,55554843263520,8,2005,-240,Expired,Expired,2013-09-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,346e9afa697408ca56e321c97579bfb6f064f22efcd12f629bde5375d780dd46
172,172,SuperiorCard,33338669078698,11,2008,-201,Expired,Expired,2012-08-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,35c522441a1a2fd2ed96bfa75a90a25c87c963867845df643b36350b1084a890
173,173,SuperiorCard,33331831813839,10,2007,-214,Expired,Expired,2012-10-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,70f1f8f74801982007851d2acbdf6c90ef14b6d0b3e23d9f5257a4db025298f5
174,174,ColonialVoice,77772993284666,7,2006,-229,Expired,Expired,2014-01-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0818a956d53a53e4d427717d7e4e1581f3a59733ea2ad756e14232ebb115db67
175,175,ColonialVoice,77779842480754,1,2006,-235,Expired,Expired,2012-07-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,58e7af93a5d3c0f20cbf08b171e9fcf77131984f78970cbf480faf4b6a634163
176,176,SuperiorCard,33337664613331,10,2007,-214,Expired,Expired,2013-11-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8e29364cee69a5254fc209eb60a988b6ea7c0a3b3ab5f5eda22e0444cc232198
177,177,Vista,11114493005589,9,2005,-239,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,d54a667cb34346ac9c6be3e7d7cf786d8af85bd0a9ffd28ccbd1a095f4a18687
178,178,Vista,11115247168390,6,2008,-206,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,fe89027927960bb2c9303f3342c505de6f4656c003bcd7b361cf562babdcf380
179,179,SuperiorCard,33332143726640,3,2007,-221,Expired,Expired,2013-08-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0b5cc49455f65fb48c7f114f5d477866b028c44a4ff1917205c908007af9b0af
180,180,Distinguish,55554119155738,12,2008,-200,Expired,Expired,2012-05-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1e23b7fb62faf3ff4d48e725cc9431b3a283f1ed3be4e45b21a7f59d04926dbe
181,181,ColonialVoice,77773813992363,12,2007,-212,Expired,Expired,2011-07-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b7985ce5a8d5d7a6ae54ddc83a6edd94566d8a5884d76233cda00a64ed516a30
182,182,Distinguish,55557755502133,3,2008,-209,Expired,Expired,2013-03-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ee0f912a11964fe1c7ce37f777548e03335b2a17adc2812b9188ba2207f07268
183,183,Vista,11112359824733,3,2005,-245,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,c2583c628e056157e039ba105a41514912530782d14ce5c47b7bfe16c1217459
184,184,SuperiorCard,33333348568848,10,2007,-214,Expired,Expired,2013-11-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,34d135a929db6642ca23c1e66b91cdba235a8402c85624b670a52851455a5a36
185,185,Distinguish,55559237831556,3,2008,-209,Expired,Expired,2014-03-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8f5493dde404083ced31cfef6f33b4c58a71f6715eaca211211ab7592fcd5b89
186,186,Vista,11118301852338,10,2007,-214,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a871987694171d692649f1de0269a537fc5c8bf1c336e1dcb14be8cd464936a7
187,187,Vista,11115020407589,2,2007,-222,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1faa5f1836c4f3dae4aadc601314b2650fa9bdc23d350359e408bfb4806d2240
188,188,ColonialVoice,77777688940363,12,2005,-236,Expired,Expired,2013-09-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a42623baf29882692adb05677916f85daf56f52507d9ac13682432e0bdab5892
189,189,SuperiorCard,33338902011178,1,2008,-211,Expired,Expired,2014-04-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2f4acc9664927bf6d476c73c9b2ee127035f0d9a60fda4146e0ca1495920fabc
190,190,Distinguish,55557767763037,7,2006,-229,Expired,Expired,2014-01-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fd8faa763fff651de47fb30f1f0632be56f9423081370f5957e769b188bad116
191,191,SuperiorCard,33338434402110,7,2005,-241,Expired,Expired,2013-12-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fb192aac90e91bd500c8b59ecc5423d9de08003c8dc93ce6521fb16f856dd7df
192,192,SuperiorCard,33335647678654,6,2007,-218,Expired,Expired,2013-11-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,644a179cd1e5e719e6b6b826e7ecee2a774c8a6d887b54951a413bc95602450b
193,193,Vista,11115472069769,12,2005,-236,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1bb437da0c8fb1fffb8d7c3ef485083f1e1d5cfbbd7ee71def16020538a1ce4b
194,194,ColonialVoice,77774510580754,8,2008,-204,Expired,Expired,2012-06-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c100b4699b9629e956bf34ac7b2757ec7b76c126a6bf84704f120fb039c753cd
195,195,Distinguish,55551871947166,9,2005,-239,Expired,Expired,2012-08-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a7809082fcc22defe23a64c1851caea9408c293d890edb71f9b715ac616e3c14
196,196,Vista,11117010076386,7,2005,-241,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a7a5c2f3619e00dc3ee19d5685ca9efb82151c0a2da8061704534125f1e4ee4d
197,197,Distinguish,55556931298047,5,2006,-231,Expired,Expired,2012-04-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,61eb0fbc5b3eb6ab01e7bc82dcac7fab84656b16cd21d1f31f52e763b19e0357
198,198,SuperiorCard,33335007569167,7,2007,-217,Expired,Expired,2014-01-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,acf87eabcbed661eade31c0e6df74f7beefc240c0676cd05f53173e2afec8d15
199,199,SuperiorCard,33335500655096,5,2007,-219,Expired,Expired,2013-11-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0a651bb52836bed26904f8e367211ae24a4f06215a9149d3b5c96b09fa366516
200,200,Distinguish,55557032858138,4,2008,-208,Expired,Expired,2014-04-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a2d4cc96a3a7056cc585864108f134e47f92bfc147994a3299c32b990566a63c
201,201,ColonialVoice,77779670323108,5,2005,-243,Expired,Expired,2014-06-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b22bc1af8679b5bcad1de0b69567f1d392dba97ace8227afd7151e8d7ff23932
202,202,SuperiorCard,33338461708438,12,2007,-212,Expired,Expired,2013-10-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bfa22018fe9c471d788614a7a1fc7ef29ff0f6dbe6e5902980629adaccc7cce7
203,203,Vista,11111448471115,11,2007,-213,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,62698c07df289e3fa551ec0ffd84c2b1c56641958a2232ea080cfb1333a9cc54
204,204,Distinguish,55556333798473,4,2005,-244,Expired,Expired,2011-07-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,64bb57d95ce52ca36b1c6643a6fb353cbed49d6eb9aa09b76b289b2696e9a6da
205,205,Distinguish,55556779365170,4,2008,-208,Expired,Expired,2012-08-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f0a7f0bace1847fec78cb3b1ab0777a7d9204944f91b7984d7b61886c3de5362
206,206,Vista,11116739347695,7,2006,-229,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,200305a07d33800c6487db19b0fb04577521e778fdf3ff36eb38eb4bb10b5ea4
207,207,Distinguish,55553665516951,1,2008,-211,Expired,Expired,2013-08-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a04e6d7be54acf9d40893c421e89de6102edafc5d49aa5d68672a66d928a7358
208,208,Distinguish,55551100991160,11,2007,-213,Expired,Expired,2012-04-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fc4c4dcc5e283357474f0bf21a512465f526d7cce72471b5f1336f276b08b411
209,209,Vista,11115652257330,11,2005,-237,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1e03dccff4d12fc4b97d3ad2a69c717efd0e09f233d753db54d6e94584cebf1c
210,210,SuperiorCard,33331045083655,7,2006,-229,Expired,Expired,2013-10-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e8840a798419f591c7a3cb2bd7068f1a655a86daac2724bdb211a48146be5e60
211,211,SuperiorCard,33338100993388,6,2006,-230,Expired,Expired,2013-10-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a55ab96e0f46a969ed8c07072c50c8e8be2720d8387bbeb22d21d0c286f47cb5
212,212,SuperiorCard,33334516281208,7,2008,-205,Expired,Expired,2014-03-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,082bebbd6a8471961252954e466be6a9de8defa9c54b3dfa6fb4ccb3e5572ec0
213,213,SuperiorCard,33335468433685,9,2008,-203,Expired,Expired,2011-12-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b0158dfcb5dc76320cd2eeb24364aff6ea481d5bd2d6a3e73affd45e59f75880
214,214,SuperiorCard,33334836418984,4,2008,-208,Expired,Expired,2013-09-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,25b3f71caf248e65827750676780bf8e29ffdc0988a63d6ef0bd198e2593d5fc
215,215,Vista,11112748708059,3,2008,-209,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b80e26d2529a0f2ee13c7b7add17e7424c4e8049a238c881202c804351cc845f
216,216,Distinguish,55559713551424,7,2005,-241,Expired,Expired,2011-11-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,82bf70039d80d151b90b094b70c51a8f2294d5c765d129b23c8f7c22d32e1992
217,217,SuperiorCard,33337773356896,10,2005,-238,Expired,Expired,2012-08-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ee8d2b9c33ca777b55597f1ed30d8900a776cd1980f4b631104519e557aec931
218,218,Vista,11116900410151,12,2007,-212,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a4c6a259db8420ac0656d8fc5c8dc0e4dc9efe1caeca3e1072c1abc1623f914b
219,219,SuperiorCard,33333000525927,2,2006,-234,Expired,Expired,2014-01-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,84f4c2df69fd82e23f97f5dee7fa942035595ee4d4a2a56405c8948e3aabe7f0
220,220,Distinguish,55556544254316,12,2005,-236,Expired,Expired,2009-01-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3ea520a855a70dfbb532bc12d9fc06ba49623945ba85d35355e1c7f823d094c1
221,221,Vista,11113174835553,10,2007,-214,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,0205f52387d1f26b698a95151be19bd384f8cc980ffcb011981e7a58fd8c4a26
222,222,ColonialVoice,77777095305642,3,2007,-221,Expired,Expired,2013-08-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f011a7885720c0abef7c2d3acf81618dd8bd1f001f92444ec33010275f2d07c9
223,223,SuperiorCard,33334363859950,8,2007,-216,Expired,Expired,2011-10-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1c4a5d799a729080d2c39ef619d27b42246d7008899465cfc3796ebb341b8af2
224,224,Vista,11111290138301,5,2006,-231,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,0f23221ca84428573f3c35097005d836584697851a0fa21eec4a537cab8c1f65
225,225,Vista,11111419890999,10,2005,-238,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,4f5c843f303e84d72ad6924044068894bc572d129ee1c0329b75e89567ef5021
226,226,SuperiorCard,33332281809376,4,2006,-232,Expired,Expired,2013-11-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,df42f0d46c63420edd35bb7f882c666ad22b522a4c8d49a8e595006cfba5ae74
227,227,Vista,11113025574459,10,2007,-214,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,51d6ddc92ecd2999ea05d7affb4272b9a0e8811f1ab5217ef016e8a50800cb0b
228,228,Vista,11117706542802,7,2007,-217,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,490b7d972cb7cb0a57b86e09f88dd711981b42ed04d19bd4cac2ccca36490199
229,229,SuperiorCard,33331049139565,9,2008,-203,Expired,Expired,2014-06-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ad7e44fb740e522cb5ddfdbd784ee6c8378c09893dc6c8c552f053067db3cb21
230,230,Distinguish,55552612523111,7,2008,-205,Expired,Expired,2013-07-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,21063d03727cc06e81d44782f827fc6158b03504fce4b8c2d0608271cb648632
231,231,Vista,11119558626152,11,2008,-201,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,8901f36dfff0f1d168e0449dcc732e83bd4613d0e11282c531acb6905b4c9dac
232,232,Vista,11114626054731,10,2007,-214,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,21aab1eb313447603b75ac42723783f0f743d7357cb83d7e6eebd8d76b09aa76
233,233,ColonialVoice,77778363584843,1,2007,-223,Expired,Expired,2014-05-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,64460097ee3dc671b7ae372c0c9bb7310f20247c6a1b9bf0086201a9b1f6e688
234,234,ColonialVoice,77775702340665,3,2005,-245,Expired,Expired,2013-09-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fbc7550aa1e40c4030d12bd2b31037818df6633a48f4c71606b89fd9edf49d09
235,235,ColonialVoice,77774153486314,2,2006,-234,Expired,Expired,2014-05-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,aa6966bef3bd99d81bcff54ee4845357cf2c771251b5eb8a1b1a23647442b59e
236,236,ColonialVoice,77772024781018,12,2005,-236,Expired,Expired,2013-07-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e9ed6d66a8e86b6da06cc6339480f1f8e8e822052e7d0af273b637dc96f43b91
237,237,SuperiorCard,33334524652098,4,2006,-232,Expired,Expired,2014-03-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8ca205bd316de77293cbdd9dfe35d432751ecac5ccd197f559fc6f32527eddab
238,238,ColonialVoice,77771764342795,12,2005,-236,Expired,Expired,2013-09-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8f8f3fb8fff0cb1ebfcc9c114de1d3c4e9e8e1bdbdce1c582c69d50d1e11a83d
239,239,Distinguish,55556382031773,10,2006,-226,Expired,Expired,2013-05-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cad244892303752e5bbe1ec01d499cd9f5ae4e5aea9b859189044a631ac64fd5
240,240,Distinguish,55553353112217,5,2008,-207,Expired,Expired,2013-11-21 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f0f6d1506aa8b7949655d47d9e1b8927e798897a1dd457d423bdd017305240ae
241,241,ColonialVoice,77776406923553,5,2005,-243,Expired,Expired,2014-06-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5e74056e9941e0067d0aab9fe290dbb650098c3cbfbf3c2d1d2c584b81c9197b
